src,sid,score,trig,dev_trig,act,dev_act,acts,n_act,mobile,text_ok,text,note
ifttt,ifttt:KYBgRs4K,36,button,Button,light.on,Light,light.on|notify,2,0,0,,DIY electronics
ifttt,ifttt:FxYU2rBC,20,button,Button,light.off,Light,light.off|light.on|notify,3,0,0,,DIY electronics
ifttt,ifttt:Lgix6aCf,10,button,Button,thermostat,Thermostat,thermostat,1,0,0,,DIY electronics
ifttt,ifttt:s5qhfEDg,4940,arrive,PersonTracker,light.color,Light,light.color|light.on|switch,3,1,0,,Location
ifttt,ifttt:Pn7emifX,1028,arrive,PersonTracker,light.on,Light,light.on,1,1,0,,Location
ifttt,ifttt:Kwp6zrJT,223,power,PowerMeter,thermostat,Thermostat,thermostat,1,0,0,,Power monitoring & management
ifttt,ifttt:zn4i97hD,10199,arrive,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:ps9QSmvM,681,voice,Clock,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:KZjT9BHF,1690,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:kFdRJ5NP,439,voice,TemperatureSensor,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:UkRz7TS6,597,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:rhreCNQS,1322,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:xcKkLeq7,730,voice,TemperatureSensor,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:PzwQuNDm,1050,leave,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:YY9ABiLh,496,voice,,light.dim,Light,light.dim|light.on|media,3,0,0,,Voice assistants
ifttt,ifttt:MbhGjZUR,761,voice,,lock,DoorLock,lock,1,0,0,,Voice assistants
ifttt,ifttt:pRvXJ5Ya,161,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:XAVKxhFj,465,voice,,lock,DoorLock,lock,1,0,0,,Voice assistants
ifttt,ifttt:v3gC8hJy,303,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:BrCiLNyq,167,voice,,cover,WindowCovering,cover|switch,2,0,0,,Voice assistants
ifttt,ifttt:zbPeUTrX,81,arrive,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:rt3iQmyx,86,arrive,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:vFezR6bP,142,voice,,light.on,Light,light.on|media|switch,3,0,0,,Voice assistants
ifttt,ifttt:J2XDwPBj,80,threshold,TemperatureSensor,thermostat,Thermostat,thermostat,1,0,0,,Environment control & monitoring
ifttt,ifttt:gb6DiTBv,82,arrive,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:bTRr6YbU,72,threshold,TemperatureSensor,thermostat,Thermostat,thermostat,1,0,0,,Environment control & monitoring
ifttt,ifttt:LyMq8a46,71,voice,,light.color,Light,light.color|light.on,2,0,0,,Voice assistants
ifttt,ifttt:DW3bFEHq,64,voice,,switch,Switch,switch,1,0,0,,Voice assistants
ifttt,ifttt:e2ZNGvXs,36,threshold,TemperatureSensor,thermostat,Thermostat,thermostat|ac|plug|switch,4,0,0,,Environment control & monitoring
ifttt,ifttt:LYjZeXNK,24,voice,,plug,Plug,plug|coffee,2,0,0,,Voice assistants
ifttt,ifttt:drshpKzT,23,voice,,light.on,Light,light.on|plug,2,0,0,,Voice assistants
ifttt,ifttt:JfTqU2Mg,32,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:R7MRQzqi,21,threshold,TemperatureSensor,thermostat,Thermostat,thermostat|ac|plug|switch,4,0,0,,Environment control & monitoring
ifttt,ifttt:ghwYyxaz,16,power,PowerMeter,thermostat,Thermostat,thermostat,1,0,0,,Power monitoring & management
ifttt,ifttt:VRWG29Ud,21,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:VVq3sQLP,13,voice,,lock,DoorLock,lock,1,0,0,,Voice assistants
ifttt,ifttt:bbLzidKj,13,threshold,TemperatureSensor,thermostat,Thermostat,thermostat,1,0,0,,Environment control & monitoring
ifttt,ifttt:sh9NRUBu,13,power,PowerMeter,thermostat,Thermostat,thermostat,1,0,0,,Power monitoring & management
ifttt,ifttt:WZM9VNRQ,14,presence,PresenceSensor,thermostat,Thermostat,thermostat,1,0,0,,Smart hubs & systems
ifttt,ifttt:uFdVX9ub,13,weather,WeatherProvider,thermostat,Thermostat,thermostat,1,0,0,,Weather
ifttt,ifttt:Eh2dRs5p,15,security,Camera,thermostat,Thermostat,thermostat,1,0,0,,Security & monitoring systems
ifttt,ifttt:m9Ry4B3A,10,power,PowerMeter,thermostat,Thermostat,thermostat|ac,2,0,0,,Power monitoring & management
ifttt,ifttt:bAJKsLZu,11,presence,PresenceSensor,thermostat,Thermostat,thermostat,1,0,0,,Smart hubs & systems
ifttt,ifttt:yFqJCGjx,17,voice,,light.color,Light,light.color|light.on|camera,3,0,0,,Voice assistants
ifttt,ifttt:UMapXsSk,12,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:CbekN7Ks,10,voice,,thermostat,Thermostat,thermostat,1,0,0,,Smart hubs & systems
ifttt,ifttt:SE4qQNmu,10,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:prYW3AKd,10,threshold,TemperatureSensor,thermostat,Thermostat,thermostat|ac|plug|switch,4,0,0,,Environment control & monitoring
ifttt,ifttt:Ky2Un6RA,118,leave,PersonTracker,garage,GarageDoor,garage,1,1,0,,Location
ifttt,ifttt:czPd7nHR,759,weather,WeatherProvider,light.on,Light,light.on,1,0,0,,Weather
ifttt,ifttt:sm4yAuLS,2220,arrive,PersonTracker,vacuum,RobotVacuumCleaner,vacuum,1,1,0,,Location
ifttt,ifttt:E4K25XM9,197,time,Clock,light.on,Light,light.on|switch,2,0,0,,Calendars & scheduling
ifttt,ifttt:aV4SwqcD,53,leave,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:ruQYE54C,37,voice,,mower,Mower,mower,1,0,0,,Voice assistants
ifttt,ifttt:M4eykpRv,11,time,Clock,,,,0,0,0,,Calendars & scheduling
ifttt,ifttt:HYNBg97n,20,weather,WeatherProvider,light.on,Light,light.on,1,0,0,,Weather
ifttt,ifttt:SaK3x4N8,22,time,Clock,light.on,Light,light.on|switch,2,0,0,,Calendars & scheduling
ifttt,ifttt:aZgpFmX5,33,time,Clock,camera,Camera,camera,1,0,0,,Calendars & scheduling
ifttt,ifttt:VmZMFRkH,20,,,light.on,Light,light.on,1,0,0,,DIY electronics
ifttt,ifttt:FMcnq8p9,35,time,Clock,light.on,Light,light.on|switch,2,0,0,,Calendars & scheduling
ifttt,ifttt:aAX3wshB,1555,doorbell,Doorbell,camera,Camera,camera,1,0,0,,Security & monitoring systems
ifttt,ifttt:uLSKCunX,416,motion,MotionSensor,camera,Camera,camera,1,0,0,,Security & monitoring systems
ifttt,ifttt:CLg9SR8k,5674,voice,,vacuum,RobotVacuumCleaner,vacuum,1,0,0,,Voice assistants
ifttt,ifttt:wXzYe4nG,7520,sun,SunProvider,light.on,Light,light.on|switch,2,0,0,,Weather
ifttt,ifttt:BUnmshZA,7309,sun,SunProvider,light.on,Light,light.on|switch,2,0,0,,Weather
ifttt,ifttt:TwQVj9iB,1412,,,light.on,Light,light.on|switch,2,0,0,,Smart hubs & systems
ifttt,ifttt:zr5HiefS,1404,,,light.on,Light,light.on|switch,2,0,0,,Smart hubs & systems
ifttt,ifttt:JArW4pnP,401,voice,,vacuum,RobotVacuumCleaner,vacuum,1,0,0,,Voice assistants
ifttt,ifttt:bGmKYUhW,192,finished,LaundryWasher,vacuum,RobotVacuumCleaner,vacuum|notify,2,0,0,,Appliances
ifttt,ifttt:XsL4iPvx,65,battery,Battery,notify,NotificationProvider,notify,1,0,0,,Health & fitness
ifttt,ifttt:YZrvGLQP,324,,,light.on,Light,light.on|switch,2,0,0,,Smart hubs & systems
ifttt,ifttt:GUCNVkgF,43,battery,Battery,notify,NotificationProvider,notify,1,0,0,,Health & fitness
ifttt,ifttt:YKSMefZP,171,voice,,vacuum,RobotVacuumCleaner,vacuum,1,0,0,,Voice assistants
ifttt,ifttt:iJ5X7Dyv,172,weather,WeatherProvider,notify,NotificationProvider,notify,1,0,0,,Weather
ifttt,ifttt:iGUjZr8W,266,,,light.on,Light,light.on|switch,2,0,0,,Smart hubs & systems
ifttt,ifttt:XuEyiLze,38,voice,,media,Television,media,1,0,0,,Voice assistants
ifttt,ifttt:R3QbM6Um,33,battery,Battery,notify,NotificationProvider,notify,1,0,0,,Health & fitness
ifttt,ifttt:Gh5DixRE,30,time,Clock,,,,0,0,0,,Calendars & scheduling
ifttt,ifttt:yfPbiAEL,61,voice,,plug,Plug,plug|coffee,2,0,0,,Voice assistants
ifttt,ifttt:wPEBgX9M,578,voice,,vacuum,RobotVacuumCleaner,vacuum|notify,2,0,0,,Voice assistants
ifttt,ifttt:JpnhSbyd,67,arrive,PersonTracker,,,,0,1,0,,Location
ifttt,ifttt:sGPV9bz8,10,time,Clock,,,,0,0,0,,Calendars & scheduling
ifttt,ifttt:AHGbTfDY,26,sun,SunProvider,switch,Switch,switch,1,0,0,,Weather
ifttt,ifttt:TAsG7UnR,26,finished,LaundryWasher,notify,NotificationProvider,notify,1,0,0,,Appliances
ifttt,ifttt:GW4QwUcx,11,finished,LaundryWasher,vacuum,RobotVacuumCleaner,vacuum|notify,2,0,0,,Appliances
ifttt,ifttt:Drmw6BMk,16,finished,LaundryWasher,notify,NotificationProvider,notify,1,0,0,,Appliances
ifttt,ifttt:raxjBhvW,17,time,Clock,light.off,Light,light.off|light.on|switch,3,0,0,,Calendars & scheduling
ifttt,ifttt:xX94jzKB,103,voice,,light.color,Light,light.color|light.on,2,0,0,,Voice assistants
ifttt,ifttt:jaQc8SY3,131,arrive,PersonTracker,ac,AirConditioner,ac|switch,2,1,0,,Location
ifttt,ifttt:r7bQtTZd,18,sun,SunProvider,light.on,Light,light.on|notify,2,0,0,,Weather
ifttt,ifttt:fRQrxumj,47,time,Clock,light.on,Light,light.on|garage|switch,3,0,0,,Calendars & scheduling
ifttt,ifttt:M7u8vxEi,14,arrive,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:CTFDAysY,11,arrive,PersonTracker,thermostat,Thermostat,thermostat,1,1,0,,Location
ifttt,ifttt:P8NCfyqD,47,motion,MotionSensor,light.color,Light,light.color|light.on|camera,3,0,0,,Security & monitoring systems
ifttt,ifttt:Nh3UXYL9,15,button,Button,cover,WindowCovering,cover,1,0,0,,Mobile devices & accessories
ifttt,ifttt:mHXTgVtd,19,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:G6ghF5c9,85,threshold,TemperatureSensor,light.scene,Light,light.scene|switch,2,0,0,,Environment control & monitoring
ifttt,ifttt:ErULjt3J,54,threshold,TemperatureSensor,light.scene,Light,light.scene|switch,2,0,0,,Environment control & monitoring
ifttt,ifttt:qHA7qVDb,339,voice,,ac,AirConditioner,ac,1,0,0,,Voice assistants
ifttt,ifttt:mTmcPA8Q,144,voice,,ac,AirConditioner,ac|purifier|fan,3,0,0,,Voice assistants
ifttt,ifttt:BAdrChei,109,arrive,PersonTracker,ac,AirConditioner,ac|switch,2,1,0,,Location
ifttt,ifttt:K6wWn2Yg,24,threshold,TemperatureSensor,ac,AirConditioner,ac|switch,2,0,0,,Environment control & monitoring
ifttt,ifttt:YFwbEPrW,14,threshold,TemperatureSensor,ac,AirConditioner,ac|switch,2,0,0,,Environment control & monitoring
ifttt,ifttt:nhmSJwYB,15,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:WVcxj8Ds,12,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:CCu5jcxU,2053,arrive,PersonTracker,plug,Plug,plug|switch,2,1,0,,Location
ifttt,ifttt:AyKVxfMr,83,finished,LaundryWasher,plug,Plug,plug|switch,2,0,0,,Appliances
ifttt,ifttt:YNjSQZX6,430,button,Button,plug,Plug,plug|switch,2,0,0,,Mobile devices & accessories
ifttt,ifttt:WeMn6g5C,146,sun,SunProvider,plug,Plug,plug|switch,2,0,0,,Weather
ifttt,ifttt:Cp67WdkG,155,arrive,PersonTracker,plug,Plug,plug|switch,2,1,0,,Location
ifttt,ifttt:hcx2Xq7Q,124,arrive,PersonTracker,plug,Plug,plug|switch,2,1,0,,Location
ifttt,ifttt:f2j6g39W,50,sun,SunProvider,plug,Plug,plug|switch,2,0,0,,Weather
ifttt,ifttt:NmBwLeqk,33,button,Button,plug,Plug,plug|switch,2,0,0,,Mobile devices & accessories
ifttt,ifttt:tjTvYhgp,71,time,Clock,plug,Plug,plug|switch,2,0,0,,Calendars & scheduling
ifttt,ifttt:GGjmEHNu,15,finished,LaundryWasher,plug,Plug,plug|switch,2,0,0,,Appliances
ifttt,ifttt:wWvmUTVG,26,motion,MotionSensor,light.color,Light,light.color|light.on|camera|plug|switch,5,0,0,,Security & monitoring systems
ifttt,ifttt:hs95qRnd,19,message,MessageSender,ac,AirConditioner,ac|cover|plug,3,0,0,,Notifications
ifttt,ifttt:HaDZSMXu,180,sun,SunProvider,light.on,Light,light.on|plug|switch,3,0,0,,Weather
ifttt,ifttt:CM9VcJZj,25,voice,,plug,Plug,plug,1,0,0,,Voice assistants
ifttt,ifttt:qju8ZiF5,120,phone,PersonTracker,light.on,Light,light.on|plug|switch,3,1,0,,Mobile devices & accessories
ifttt,ifttt:qs79R4DJ,137,weather,WeatherProvider,plug,Plug,plug|switch,2,0,0,,Weather
ifttt,ifttt:GLWwVJcX,110,phone,PersonTracker,light.on,Light,light.on|plug|switch,3,1,0,,Mobile devices & accessories
ifttt,ifttt:rBmyLz4q,72,weather,WeatherProvider,plug,Plug,plug|switch,2,0,0,,Weather
ifttt,ifttt:g6dwmMYx,19,message,MessageSender,light.color,Light,light.color|light.on|plug|switch,4,0,0,,Notifications
ifttt,ifttt:kFCNZTn8,70,motion,MotionSensor,light.on,Light,light.on|plug|switch,3,0,0,,Mobile devices & accessories
ifttt,ifttt:DMmPJCW2,10,weather,WeatherProvider,ac,AirConditioner,ac|fan|plug|switch,4,0,0,,Weather
ifttt,ifttt:wLhMuGy3,202,voice,,light.on,Light,light.on|switch,2,0,0,,Voice assistants
ifttt,ifttt:xeARjmZh,2071,voice,,light.color,Light,light.color|light.on,2,0,0,,Voice assistants
ifttt,ifttt:xxSy6GDs,15,time,Clock,light.on,Light,light.on,1,0,0,,Calendars & scheduling
ifttt,ifttt:XRefpsSw,14,voice,,light.color,Light,light.color|light.dim|light.on,3,0,0,,Voice assistants
ifttt,ifttt:HMYSg5nv,447,threshold,TemperatureSensor,light.on,Light,light.on|switch,2,0,0,,Environment control & monitoring
ifttt,ifttt:M4qPCRVn,88,voice,,light.on,Light,light.on|plug|switch,3,0,0,,Voice assistants
ifttt,ifttt:ypQVqfaz,70,voice,,light.off,Light,light.off|light.on|plug|switch,4,0,0,,Voice assistants
ifttt,ifttt:AMzRw3YF,255,threshold,TemperatureSensor,ac,AirConditioner,ac,1,0,0,,Environment control & monitoring
ifttt,ifttt:Sp2J4hnG,170,message,MessageSender,light.color,Light,light.color|light.on,2,0,0,,Social networks
ifttt,ifttt:zZYQHURf,25,voice,,light.on,Light,light.on|switch,2,0,0,,Voice assistants
ifttt,ifttt:qjQvTBWJ,59,voice,,light.scene,Light,light.scene|light.on|plug,3,0,0,,Voice assistants
ifttt,ifttt:naHhptmd,15,time,Clock,light.on,Light,light.on,1,0,0,,Calendars & scheduling
ifttt,ifttt:SW3ifyM2,11,,,light.off,Light,light.off|light.on|plug,3,0,0,,Health & fitness
ifttt,ifttt:gGmPeXEU,14,voice,,ac,AirConditioner,ac|switch,2,0,0,,Voice assistants
ifttt,ifttt:ncWrey4Y,15,voice,,ac,AirConditioner,ac|switch,2,0,0,,Voice assistants
ifttt,ifttt:sp6jzQAu,546,voice,,cover,WindowCovering,cover,1,0,0,,Voice assistants
ifttt,ifttt:hTrXHeq5,17,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:s9UCcBYb,11,message,MessageSender,light.on,Light,light.on|notify|switch,3,0,0,,Email
ifttt,ifttt:UsMB7qND,31,button,Button,light.off,Light,light.off|light.on|switch,3,0,0,,DIY electronics
ifttt,ifttt:qhSut9cr,26,button,Button,light.on,Light,light.on|switch,2,0,0,,DIY electronics
ifttt,ifttt:Fd2ipTDS,2891,sun,SunProvider,mower,Mower,mower,1,0,0,,Weather
ifttt,ifttt:yLWieENC,50,time,Clock,switch,Switch,switch,1,0,0,,Calendars & scheduling
ifttt,ifttt:txzkDjcm,1116,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:W3MRp4Zt,43,finished,LaundryWasher,vacuum,RobotVacuumCleaner,vacuum,1,0,0,,Appliances
ifttt,ifttt:rYKcUxNT,27,power,PowerMeter,plug,Plug,plug,1,0,0,,Power monitoring & management
ifttt,ifttt:kRX8uJQf,156,arrive,PersonTracker,switch,Switch,switch,1,1,0,,Location
ifttt,ifttt:zTJWiwjU,2429,arrive,PersonTracker,light.on,Light,light.on|switch,2,1,0,,Mobile devices & accessories
ifttt,ifttt:Huw7qT2y,187,phone,PersonTracker,light.off,Light,light.off|light.on|switch,3,1,0,,Mobile devices & accessories
ifttt,ifttt:KbVSUYXW,352,phone,PersonTracker,light.on,Light,light.on,1,1,0,,Mobile devices & accessories
ifttt,ifttt:NCDKMZcX,84,voice,,switch,Switch,switch,1,0,0,,Voice assistants
ifttt,ifttt:wYig85ca,166,arrive,PersonTracker,light.on,Light,light.on|switch,2,1,0,,Mobile devices & accessories
ifttt,ifttt:XYegpAmx,95,arrive,PersonTracker,switch,Switch,switch,1,1,0,,Location
ifttt,ifttt:cQrSfnYm,15,phone,PersonTracker,light.on,Light,light.on|switch,2,1,0,,Mobile devices & accessories
ifttt,ifttt:HzcQvMXJ,42269,button,Button,thermostat,Thermostat,thermostat|notify,2,0,0,,Mobile devices & accessories
ifttt,ifttt:e57aSGcL,12389,button,Button,light.on,Light,light.on|plug|switch,3,0,0,,Mobile devices & accessories
ifttt,ifttt:wYf8ceZQ,164055,button,Button,light.on,Light,light.on|switch,2,0,0,,Mobile devices & accessories
ifttt,ifttt:LEsnfdjS,2167,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:Lm4CyEYZ,37058,button,Button,light.color,Light,light.color|light.on,2,0,0,,Mobile devices & accessories
ifttt,ifttt:Cbuk2SUH,12829,button,Button,switch,Switch,switch,1,0,0,,Mobile devices & accessories
ifttt,ifttt:yP4BgwuS,40192,voice,,light.color,Light,light.color|light.on,2,0,0,,Voice assistants
ifttt,ifttt:ZX8mBuDd,10292,message,MessageSender,light.on,Light,light.on,1,0,0,,Email
ifttt,ifttt:XsLG8Xju,11822,button,Button,vacuum,RobotVacuumCleaner,vacuum,1,0,0,,Mobile devices & accessories
ifttt,ifttt:zkDbgmc4,1319,button,Button,light.on,Light,light.on|plug|switch,3,0,0,,Mobile devices & accessories
ifttt,ifttt:xtfLA7Qq,10326,button,Button,switch,Switch,switch,1,0,0,,Mobile devices & accessories
ifttt,ifttt:kd6iDNYV,4121,voice,,light.color,Light,light.color|camera,2,0,0,,Voice assistants
ifttt,ifttt:Xe7VTKCr,6635,button,Button,switch,Switch,switch,1,0,0,,Mobile devices & accessories
ifttt,ifttt:t2bcWix6,6117,voice,,light.on,Light,light.on,1,0,0,,Voice assistants
ifttt,ifttt:cUY5HQD9,9353,voice,,light.off,Light,light.off|light.on|switch,3,0,0,,Voice assistants
ifttt,ifttt:Amwyg5hE,9102,voice,,plug,Plug,plug|switch,2,0,0,,Voice assistants
ifttt,ifttt:TY7V2FZ9,3366,voice,,light.color,Light,light.color|camera,2,0,0,,Voice assistants
ifttt,ifttt:X5QWfGEB,3804,button,Button,light.scene,Light,light.scene|light.dim|light.on,3,0,0,,Mobile devices & accessories
ifttt,ifttt:GM6XgPJw,5436,voice,,light.on,Light,light.on|switch,2,0,0,,Voice assistants
ifttt,ifttt:JFG62stK,3255,voice,,light.on,Light,light.on|switch,2,0,0,,Voice assistants
ifttt,ifttt:n2kJDFeY,601,voice,,light.on,Light,light.on,1,0,0,,Voice assistants
ifttt,ifttt:m6z2jwtG,2262,button,Button,light.off,Light,light.off|light.on|switch,3,0,0,,Mobile devices & accessories
ifttt,ifttt:acCPM8kg,1582,voice,,light.on,Light,light.on|switch,2,0,0,,Voice assistants
ifttt,ifttt:yeSNRsFu,1627,voice,,media,Television,media|switch,2,0,0,,Voice assistants
ifttt,ifttt:zceYWGqD,1311,voice,,light.color,Light,light.color|camera,2,0,0,,Voice assistants
ifttt,ifttt:K49RkZ26,592,weather,WeatherProvider,,,,0,0,0,,Weather
ifttt,ifttt:NPfYmNSi,1250,message,MessageSender,light.on,Light,light.on|switch,2,0,0,,Email
ifttt,ifttt:UGxN9HfE,1059,voice,,light.color,Light,light.color|camera,2,0,0,,Voice assistants
ifttt,ifttt:a7wXMr6Z,501,voice,,light.dim,Light,light.dim|light.on,2,0,0,,Voice assistants
ifttt,ifttt:BSNPysBu,1361,voice,,vacuum,RobotVacuumCleaner,vacuum,1,0,0,,Voice assistants
ifttt,ifttt:NvNm6pxB,390,button,Button,light.on,Light,light.on|plug|switch,3,0,0,,Mobile devices & accessories
ifttt,ifttt:GyGMdnEc,320,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:aWth2Lmu,802,voice,,media,Television,media,1,0,0,,Voice assistants
ifttt,ifttt:uARgThEv,287,contact,ContactSensor,garage,GarageDoor,garage,1,0,0,,Mobile devices & accessories
ifttt,ifttt:uhfavDW7,942,voice,,lock,DoorLock,lock,1,0,0,,Voice assistants
ifttt,ifttt:ULQ2xyPJ,270,contact,ContactSensor,garage,GarageDoor,garage,1,0,0,,Mobile devices & accessories
ifttt,ifttt:EedUTjR5,557,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:XjUqP9JZ,1922,button,Button,light.dim,Light,light.dim|light.on|switch,3,0,0,,Mobile devices & accessories
ifttt,ifttt:sY3NjLt7,2102,phone,PersonTracker,light.on,Light,light.on|switch,2,1,0,,Mobile devices & accessories
ifttt,ifttt:gn4uBkFm,252,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:XTyFXSnc,892,leave,PersonTracker,switch,Switch,switch,1,1,0,,Location
ifttt,ifttt:VUVcuS2b,468,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:kvZbuJq7,459,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:jXNTQwWD,623,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:ziVaJbH5,532,sun,SunProvider,switch,Switch,switch,1,0,0,,Weather
ifttt,ifttt:KPzd5wL7,1281,button,Button,switch,Switch,switch,1,0,0,,Mobile devices & accessories
ifttt,ifttt:V4mBR7iA,3324,voice,,thermostat,Thermostat,thermostat,1,0,0,,Voice assistants
ifttt,ifttt:qUy23KLv,593,voice,,light.off,Light,light.off|light.on|switch,3,0,0,,Voice assistants
ifttt,ifttt:seAqYbcV,388,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:YmQjaXNc,1101,button,Button,light.on,Light,light.on|switch,2,0,0,,Mobile devices & accessories
ifttt,ifttt:XubsXA2P,722,button,Button,thermostat,Thermostat,thermostat|notify,2,0,0,,Mobile devices & accessories
ifttt,ifttt:gewMzcsf,584,arrive,PersonTracker,,,,0,1,0,,Location
ifttt,ifttt:RMbNaug9,327,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:X4wak8PN,658,leave,PersonTracker,camera,Camera,camera|switch,2,1,0,,Location
ifttt,ifttt:QfQEjDqY,325,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:kfXd4mR7,548,voice,,,,,0,0,0,,Voice assistants
ifttt,ifttt:f8pC4nwL,210,button,Button,media,Television,media|switch,2,0,0,,Mobile devices & accessories
ifttt,ifttt:dLbc3p4J,299,sun,SunProvider,light.on,Light,light.on|switch,2,0,0,,Weather
ifttt,ifttt:shxB8UKL,292,button,Button,,,,0,0,0,,Mobile devices & accessories
ifttt,ifttt:SC4cKPTQ,537,sun,SunProvider,light.on,Light,light.on,1,0,0,,Weather
ifttt,ifttt:NijHvbEN,298,button,Button,light.scene,Light,light.scene|light.on|switch,3,0,0,,Mobile devices & accessories
